"X","Code","Name","Municipality","Ownership","Applications","Vacancies"
"1","08000013","Escola Francesc Platón i Sartí","Abrera","Pública",39,50
"1235","08059822","Escola Ernest Lluch","Abrera","Pública",60,50
"1360","08067132","Escola Josefina Ibáñez","Abrera","Pública",24,25
"1658","25000067","Escola Macià-Companys","Agramunt","Pública",31,50
"1659","25000080","Mare de Déu del Socós","Agramunt","Concertada",12,25
"13","08000359","Escola La Muntanya","Aiguafreda","Pública",28,50
"1783","43000020","Escola Sant Miquel","Aiguamúrcia","Pública",1,25
"1940","43006174","Escola Les Moreres","Aiguamúrcia","Pública",4,8
"1420","17000032","Escola Vilademany","Aiguaviva","Pública",11,12
"1670","25000730","Escola Francesc Feliu","Aitona","Pública",23,23
"1612","17006940","Escola de Lliurona","Albanyà","Pública",2,2
"1660","25000158","Escola Sant Salvador","Albatàrrec","Pública",14,25
"1661","25000161","Escola L'Àlber","Albesa","Pública",18,25
"1916","43005297","Escola Joan Perucho","Albinyana","Pública",11,25
"1784","43000081","Escola Joan Baptista Serra","Alcanar","Pública",79,75
"1662","25000195","Escola Comtes de Torregrossa","Alcarràs","Pública",58,48
"1773","25008893","Escola Parc del Saladar","Alcarràs","Pública",57,72
"1663","25000225","Escola Mare de Déu del Carme","Alcoletge","Pública",45,50
"1785","43000135","Escola Mare de Déu del Remei","Alcover","Pública",47,50
"2","08000049","Escola Fabra","Alella","Pública",45,50
"1244","08061063","Escola La Serreta","Alella","Pública",16,25
"1750","25005119","Escola Pinyana","Alfarràs","Pública",24,23
"1786","43000214","Escola Josep Fusté","Alforja","Pública",15,25
"1751","25005120","Escola Teresa Bergadà","Alguaire","Pública",26,50
"1664","25000341","Escola Antònia Simó Arnó","Almacelles","Pública",43,50
"1767","25007992","Escola d'Almenar","Almenar","Pública",35,50
"1917","43005327","Escola Ramon Sugrañes","Almoster","Pública",12,25
"1422","17000071","Escola Bac de Cerdanya","Alp","Pública",17,14
"1665","25000468","Escola Doctor Serés","Alpicat","Pública",38,50
"1787","43000251","Escola La Portalada","Altafulla","Pública",44,50
"1978","43010402","Escola El Roquissar","Altafulla","Pública",27,25
"1423","17000093","Escola Gaspar de Queralt","Amer","Pública",22,25
"1789","43000275","Escola Miquel Granell","Amposta","Pública",54,50
"1790","43000299","Sagrat Cor","Amposta","Concertada",31,50
"1915","43005224","Escola Mestre Agustí Barberà","Amposta","Pública",36,50
"1941","43006186","Escola Soriano Montagut","Amposta","Pública",29,50
"1985","43010773","Escola Consol Ferré","Amposta","Pública",53,50
"1425","17000135","Escola Pompeu Fabra","Anglès","Pública",45,50
"1426","17000147","FEDAC - Anglès","Anglès","Concertada",15,20
"1666","25000584","Escola Santa Creu","Anglesola","Pública",17,22
"1667","25000602","Escola Albirka","Arbeca","Pública",12,25
"1427","17000160","Escola Doctor Carulla","Arbúcies","Pública",46,50
"1428","17000184","Vedruna","Arbúcies","Concertada",18,22
"4","08000131","La Presentació","Arenys de Mar","Concertada",43,50
"5","08000153","Escola Joan Maragall","Arenys de Mar","Pública",49,50
"1222","08058519","Escola Sinera","Arenys de Mar","Pública",43,50
"6","08000165","Escola Sant Martí","Arenys de Munt","Pública",37,50
"1205","08055890","Escola Sobirans","Arenys de Munt","Pública",33,25
"7","08000189","Escola Bernat de Riudemeia","Argentona","Pública",29,25
"1036","08039598","Escola Sant Miquel del Cros","Argentona","Pública",6,22
"1239","08060319","Escola Les Fonts","Argentona","Pública",24,25
"1397","08073958","Escola Nova Argentona","Argentona","Pública",42,50
"8","08000220","Vedruna","Artés","Concertada",14,25
"9","08000244","Escola Doctor Ferrer","Artés","Pública",42,50
"1668","25000626","Escola Els Til.lers","Artesa de Lleida","Pública",8,25
"1669","25000638","Escola Els Planells","Artesa de Segre","Pública",30,50
"1793","43000433","Escola Sant Miquel","Ascó","Pública",15,25
"10","08000271","Escola Santa Maria d'Avià","Avià","Pública",25,25
"11","08000323","Escola Barnola","Avinyó","Pública",24,25
"1430","17000251","Escola Gonçal Comellas","Avinyonet de Puigventós","Pública",10,12
"12","08000347","Escola d'Avinyonet del Penedès","Avinyonet del Penedès","Pública",9,11
"14","08000372","Escola Sant Jordi","Badalona","Pública",14,25
"15","08000384","Escola Lola Anglada","Badalona","Pública",61,50
"16","08000396","Escola Ventós i Mir","Badalona","Pública",8,50
"17","08000402","Escola Feliu i Vegués","Badalona","Pública",35,50
"18","08000414","Escola Alexandre Galí","Badalona","Pública",22,25
"19","08000499","Sant Domènec Savio","Badalona","Concertada",60,75
"20","08000517","Sant Andreu","Badalona","Concertada",55,75
"21","08000578","Nen Jesús de Praga","Badalona","Concertada",18,22
"22","08000608","Montserrat","Badalona","Concertada",22,25
"23","08000670","Mare de Déu de la Salut","Badalona","Concertada",19,25
"24","08000700","Maristes Champagnat","Badalona","Concertada",39,75
"25","08000761","Badalonès","Badalona","Concertada",68,75
"26","08000827","Jesús Maria","Badalona","Concertada",52,50
"27","08000864","Cultural","Badalona","Concertada",37,50
"28","08000918","Cultural","Badalona","Concertada",44,47
"29","08000921","Arrels-Esperança","Badalona","Concertada",99,100
"30","08000943","Garbí Pere Vergés","Badalona","Concertada",55,50
"31","08000967","Betúlia","Badalona","Concertada",13,25
"32","08000979","López Torrejón","Badalona","Concertada",11,24
"33","08000980","Ramiro de Maeztu","Badalona","Concertada",17,25
"34","08001029","Boix","Badalona","Concertada",20,25
"35","08001030","Cultural Fluvià","Badalona","Concertada",22,25
"36","08001066","Maria Ward","Badalona","Concertada",48,50
"37","08001108","Mare de Déu de l'Assumpció","Badalona","Concertada",79,75
"38","08001133","Arrels-Blanquerna","Badalona","Concertada",22,25
"39","08001145","Lestonnac","Badalona","Concertada",33,44
"40","08001157","Minguella","Badalona","Concertada",34,50
"41","08001170","Santíssima Trinitat","Badalona","Concertada",28,25
"42","08001297","Laietània","Badalona","Concertada",24,25
"43","08001391","Escola Planas i Casals","Badalona","Pública",36,50
"44","08001509","Escola Antoni Botey","Badalona","Pública",53,44
"895","08033857","Escola Baldomer Solà","Badalona","Pública",25,22
"929","08034953","Escola Llibertat","Badalona","Pública",23,25
"930","08034965","Escola Margarida Xirgu","Badalona","Pública",31,50
"938","08035398","Escola Miguel Hernández","Badalona","Pública",12,22
"939","08035404","Escola Joan Miró","Badalona","Pública",23,22
"940","08035416","Escola Josep Boada","Badalona","Pública",27,44
"952","08035854","Escola Llorens i Artigas","Badalona","Pública",34,50
"953","08035878","Escola Pere de Tera","Badalona","Pública",27,25
"964","08036135","Escola Joan Coret","Badalona","Pública",51,50
"965","08036147","Escola Pau Picasso","Badalona","Pública",30,50
"967","08036342","Escola Joan Llongueras","Badalona","Pública",24,24
"984","08037875","Escola Rafael Casanova","Badalona","Pública",57,50
"985","08037887","Escola Baldiri Reixac","Badalona","Pública",28,22
"986","08037899","Escola Folch i Torres","Badalona","Pública",24,25
"1025","08039422","Escola Rafael Alberti","Badalona","Pública",12,22
"1057","08040345","Escola Mercè Rodoreda","Badalona","Pública",34,25
"1063","08041167","Escola Josep Carner","Badalona","Pública",52,50
"1071","08041568","Escola Jungfrau","Badalona","Pública",59,50
"1072","08041571","Escola Artur Martorell","Badalona","Pública",41,50
"1073","08041581","Escola Gitanjali","Badalona","Pública",21,25
"1143","08044296","Escola Salvador Espriu","Badalona","Pública",40,50
"1149","08044508","Escola Ítaca","Badalona","Pública",21,22
"1226","08059639","Escola Progrés","Badalona","Pública",65,50
"1271","08061348","Escola Bufalà","Badalona","Pública",41,50
"1374","08068331","Escola Badalona Port","Badalona","Pública",23,25
"1375","08068343","Escola Les Ciències","Badalona","Pública",8,25
"1379","08069748","Escola Montigalà","Badalona","Pública",26,25
"761","08028916","Escola Las Seguidillas","Badia del Vallès","Pública",33,44
"762","08028928","Escola La Jota","Badia del Vallès","Pública",43,46
"763","08028941","Escola La Sardana","Badia del Vallès","Pública",31,25
"45","08001522","Escola Galceran de Pinós","Bagà","Pública",9,20
"1671","25000778","Escola Gaspar de Portolà","Balaguer","Pública",46,50
"1672","25000781","Escola Àngel Guimerà","Balaguer","Pública",18,22
"1673","25000811","Escola Pia de Balaguer","Balaguer","Concertada",25,25
"1674","25000821","Vedruna Balaguer","Balaguer","Concertada",67,50
"1675","25000857","Escola La Noguera","Balaguer","Pública",23,23
"1771","25008789","Escola Mont-roig","Balaguer","Pública",24,25
"46","08001534","Escola Joan XXIII","Balenyà","Pública",27,50
"47","08001583","Escola Guillem de Balsareny","Balsareny","Pública",17,25
"1909","43005133","Escola Mare de Déu del Priorat","Banyeres del Penedès","Pública",27,50
"1432","17000329","Escola Pla de l'Ametller","Banyoles","Pública",38,46
"1433","17000342","Escola Baldiri Reixac","Banyoles","Pública",31,46
"1602","17005182","Escola Can Puig","Banyoles","Pública",47,46
"1613","17006952","Escola La Draga","Banyoles","Pública",61,46
"1649","17009345","Escola Camins","Banyoles","Pública",51,46
"733","08028229","Escola Elisa Badia","Barberà del Vallès","Pública",52,50
"734","08028254","Escola Can Llobet","Barberà del Vallès","Pública",50,50
"894","08033602","Escola Can Serra","Barberà del Vallès","Pública",45,50
"1041","08039641","Escola Pablo Picasso","Barberà del Vallès","Pública",32,50
"1066","08041210","Escola del Bosc","Barberà del Vallès","Pública",33,50
"1265","08061142","Escola Miquel Martí i Pol","Barberà del Vallès","Pública",65,50
"1367","08067582","Escola Marta Mata","Barberà del Vallès","Pública",27,25
"48","08001595","Escola Baixeras","Barcelona","Pública",21,22
"49","08001601","Escola Parc de la Ciutadella","Barcelona","Pública",30,22
"50","08001649","Escola Mossèn Jacint Verdaguer","Barcelona","Pública",36,44
"51","08001650","Escola El Polvorí","Barcelona","Pública",5,22
"52","08001674","Escola Can Clos","Barcelona","Pública",7,22
"53","08001716","Escola Dolors Monserdà-Santapau","Barcelona","Pública",53,50
"54","08001731","Escola Poeta Foix","Barcelona","Pública",18,50
"55","08001777","Escola Ramon Llull","Barcelona","Pública",31,50
"56","08001789","Escola Cervantes","Barcelona","Pública",38,22
"57","08001790","Escola Pere Vila","Barcelona","Pública",31,50
"58","08001807","Escola de la Concepció","Barcelona","Pública",23,26
"59","08001819","Escola Collaso i Gil","Barcelona","Pública",43,44
"60","08001820","Escola Milà i Fontanals","Barcelona","Pública",40,44
"61","08001832","Escola Castella","Barcelona","Pública",23,22
"62","08001856","Escola Drassanes","Barcelona","Pública",32,44
"63","08001868","Escola Rubén Darío","Barcelona","Pública",32,22
"64","08001911","Escola Els Llorers","Barcelona","Pública",49,50
"65","08001923","Escola Diputació","Barcelona","Pública",60,50
"66","08001947","Escola Mallorca","Barcelona","Pública",44,50
"67","08002009","Escola Francesc Macià","Barcelona","Pública",13,22
"68","08002010","Escola Lluís Vives","Barcelona","Pública",23,25
"69","08002022","Escola Cal Maiol","Barcelona","Pública",32,25
"70","08002034","Escola Miquel Bleach","Barcelona","Pública",13,22
"71","08002058","Escola Pràctiques","Barcelona","Pública",59,50
"72","08002061","Escola Jaume I","Barcelona","Pública",73,75
"73","08002071","Escola Gayarre","Barcelona","Pública",13,25
"74","08002113","Escola Rius i Taulet","Barcelona","Pública",32,50
"75","08002174","Escola Baldiri Reixac","Barcelona","Pública",29,25
"76","08002186","Escola Mare de Déu de Montserrat","Barcelona","Pública",18,25
"77","08002198","Escola La Farigola de Vallcarca","Barcelona","Pública",31,25
"78","08002204","Escola Montseny","Barcelona","Pública",37,25
"79","08002216","Escola Josep Maria de Sagarra","Barcelona","Pública",20,25
"80","08002277","Escola Calderón de la Barca","Barcelona","Pública",48,50
"81","08002290","Escola Emili Juncadella","Barcelona","Pública",16,25
"82","08002320","Escola Ciutat Comtal","Barcelona","Pública",12,22
"83","08002344","Escola El Turó","Barcelona","Pública",23,22
"84","08002368","Escola Timbaler del Bruc","Barcelona","Pública",25,25
"85","08002393","Escola L'Arc de Sant Martí","Barcelona","Pública",7,22
"86","08002411","Escola Baró de Viver","Barcelona","Pública",10,22
"87","08002447","Escola Ramón y Cajal","Barcelona","Pública",39,26
"88","08002459","Escola Elisenda de Montcada","Barcelona","Pública",27,44
"89","08002484","Escola Aiguamarina","Barcelona","Pública",19,22
"90","08002526","Escola Tibidabo","Barcelona","Pública",25,25
"91","08002538","Escola Víctor Català","Barcelona","Pública",63,50
"92","08002551","Escola Molí de Finestrelles","Barcelona","Pública",28,50
"93","08002563","Escola La Mar Bella","Barcelona","Pública",25,52
"94","08002575","Escola La Pau","Barcelona","Pública",9,22
"95","08002587","Escola Concepción Arenal","Barcelona","Pública",18,22
"96","08002599","Escola Eduard Marquina","Barcelona","Pública",13,22
"97","08002617","Escola Rambleta del Clot","Barcelona","Pública",52,52
"98","08002629","Escola Les Acàcies","Barcelona","Pública",52,52
"99","08002630","Escola Els Porxos","Barcelona","Pública",16,25
"100","08002642","Escola Poblenou","Barcelona","Pública",23,50
"101","08002654","Escola Prim","Barcelona","Pública",20,22
"102","08002678","Escola Ausiàs March","Barcelona","Pública",10,12
"103","08002681","Escola Duran i Bas","Barcelona","Pública",62,50
"104","08002721","Escola Font d'en Fargas","Barcelona","Pública",39,50
"105","08002733","Escola Miralletes","Barcelona","Pública",28,25
"106","08002745","Escola El Carmel","Barcelona","Pública",25,44
"107","08002770","Escola Àgora","Barcelona","Pública",29,25
"108","08002800","Escola Mas Casanovas","Barcelona","Pública",11,15
"109","08002873","Escola Bac de Roda","Barcelona","Pública",40,50
"110","08002885","Escola Prosperitat","Barcelona","Pública",20,25
"111","08002897","Escola Mestre Morera","Barcelona","Pública",22,22
"112","08002915","Escola Brasil","Barcelona","Pública",23,25
"113","08002927","Escola Joaquim Ruyra","Barcelona","Pública",37,50
"114","08002952","Escola Enric Granados","Barcelona","Pública",10,22
"115","08002976","Escola Ramon Casas","Barcelona","Pública",34,50
"116","08002988","Escola Pare Poveda","Barcelona","Pública",19,50
"118","08003014","Jesús Maria","Barcelona","Concertada",38,50
"119","08003041","Sagrada Família","Barcelona","Concertada",13,25
"120","08003087","Sant Joan Baptista","Barcelona","Concertada",18,25
"121","08003294","Sant Felip Neri","Barcelona","Concertada",28,25
"122","08003336","Sagrat Cor","Barcelona","Concertada",29,25
"123","08003361","Maristes Anna Ravell","Barcelona","Concertada",29,50
"124","08003491","Escola De Bosc de Montjuïc","Barcelona","Pública",16,25
"125","08003543","Salesià de Sant Josep","Barcelona","Concertada",33,25
"126","08003610","Jesús Maria","Barcelona","Concertada",47,50
"127","08003671","Sant Pere Claver","Barcelona","Concertada",18,25
"128","08003695","Escola Bàrkeno","Barcelona","Pública",26,25
"129","08003701","Alfageme","Barcelona","Concertada",15,25
"130","08003725","Garbiñe","Barcelona","Concertada",18,25
"131","08003816","Thau","Barcelona","Concertada",103,100
"132","08003907","La Salle Bonanova","Barcelona","Concertada",131,125
"133","08003993","Canigó","Barcelona","Concertada",82,100
"134","08004018","Mary Ward","Barcelona","Concertada",30,25
"135","08004031","Sant Marc de Sarrià","Barcelona","Concertada",20,25
"136","08004067","Sant Ignasi","Barcelona","Concertada",109,100
"137","08004080","Sil","Barcelona","Concertada",30,50
"138","08004122","Sagrado Corazón","Barcelona","Concertada",35,50
"139","08004171","Santa Anna-Eixample","Barcelona","Concertada",24,25
"140","08004195","Sant Gregori","Barcelona","Concertada",30,50
"141","08004201","Santa Teresa - Ganduxer","Barcelona","Concertada",77,75
"142","08004286","Escola Pia de Sarrià-Calassanç","Barcelona","Concertada",54,75
"143","08004316","Decroly","Barcelona","Concertada",14,25
"144","08004328","Nostra Senyora de Lurdes","Barcelona","Concertada",41,50
"145","08004389","Escola Reina Violant-Comas i Solà","Barcelona","Pública",29,25
"146","08004390","Sant Pau","Barcelona","Concertada",49,50
"147","08004471","Nausica","Barcelona","Concertada",13,25
"148","08004511","Betània-Patmos","Barcelona","Concertada",87,100
"149","08004559","Abat Oliba-Loreto","Barcelona","Concertada",62,75
"150","08004626","Infant Jesús","Barcelona","Concertada",88,75
"151","08004641","Lys","Barcelona","Concertada",19,25
"152","08004705","Reial Monestir de Santa Isabel","Barcelona","Concertada",83,100
"153","08004717","Sagrat Cor-Sarrià","Barcelona","Concertada",94,100
"154","08004742","Jesús i Maria","Barcelona","Concertada",44,75
"155","08004778","Santa Dorotea","Barcelona","Concertada",44,50
"156","08004869","Peter Pan","Barcelona","Concertada",24,25
"157","08004900","Madres Concepcionistas de la Enseñanza","Barcelona","Concertada",36,50
"158","08004912","Montserrat","Barcelona","Concertada",64,50
"159","08005072","Sadako","Barcelona","Concertada",50,50
"160","08005102","La Salle Comtal","Barcelona","Concertada",30,50
"161","08005114","Mare del Diví Pastor","Barcelona","Concertada",19,25
"162","08005151","Sant Francesc Xavier","Barcelona","Concertada",7,25
"163","08005199","Casp-Sagrat Cor de Jesús","Barcelona","Concertada",63,50
"164","08005266","Sagrat Cor-Diputació","Barcelona","Concertada",48,50
"165","08005370","Jesuïtes Gràcia - Kostka","Barcelona","Concertada",98,100
"166","08005382","Escolàpies Llúria-Barcelona","Barcelona","Concertada",36,50
"167","08005394","Lestonnac","Barcelona","Concertada",73,75
"168","08005412","Lleó XIII","Barcelona","Concertada",10,25
"169","08005436","Dominiques de l'Ensenyament de Barcelona","Barcelona","Concertada",53,75
"170","08005473","La Merced","Barcelona","Concertada",7,25
"171","08005485","Marillac","Barcelona","Concertada",12,25
"172","08005564","Maristes La Immaculada","Barcelona","Concertada",50,75
"173","08005618","Vedruna Àngels","Barcelona","Concertada",22,25
"174","08005643","Labouré","Barcelona","Concertada",13,25
"175","08005734","Griselda","Barcelona","Concertada",12,25
"176","08005746","Escola Pia Sant Antoni","Barcelona","Concertada",63,100
"177","08005761","IPSE","Barcelona","Concertada",31,50
"178","08005771","Shalom","Barcelona","Concertada",29,50
"179","08005801","Mare de Déu del Roser","Barcelona","Concertada",26,50
"180","08005965","Sant Francesc d'Assís","Barcelona","Concertada",19,25
"181","08005990","Immaculada Concepció Barcelona","Barcelona","Concertada",16,50
"182","08006052","Sant Josep Oriol","Barcelona","Concertada",18,25
"183","08006118","Proa","Barcelona","Concertada",49,50
"184","08006143","Josep Tous","Barcelona","Concertada",56,50
"185","08006209","Sant Medir","Barcelona","Concertada",21,25
"186","08006477","Lloret","Barcelona","Concertada",25,25
"187","08006490","Montserrat","Barcelona","Concertada",47,50
"188","08006532","Maristes Sants - les Corts","Barcelona","Concertada",57,100
"189","08006751","Virolai","Barcelona","Concertada",32,25
"190","08006908","Vedruna-Gràcia","Barcelona","Concertada",33,50
"191","08006945","Acis-Artur Martorell","Barcelona","Concertada",20,25
"192","08006970","Sant Josep","Barcelona","Concertada",24,25
"193","08006994","Sant Josep-Teresianes","Barcelona","Concertada",37,50
"194","08007032","La Salle Gràcia","Barcelona","Concertada",24,25
"195","08007101","Reina Elisenda","Barcelona","Concertada",24,25
"196","08007202","Escola Patronat Domènech","Barcelona","Pública",37,25
"197","08007445","Escola Pia-Luz Casanova","Barcelona","Concertada",20,25
"198","08007469","FEDAC-Amilcar","Barcelona","Concertada",63,50
"199","08007482","Sant Lluís","Barcelona","Concertada",16,25
"200","08007494","Sagrada Família","Barcelona","Concertada",74,75
"201","08007524","Prínceps 23 d'Abril","Barcelona","Concertada",18,25
"202","08007603","Arrels","Barcelona","Concertada",40,50
"203","08007721","Jesús Maria","Barcelona","Concertada",33,50
"204","08007858","Escolàpies Sant Martí - Barcelona","Barcelona","Concertada",47,50
"205","08007871","Sant Ferran","Barcelona","Concertada",19,25
"206","08007913","Mare de Déu de Núria","Barcelona","Concertada",16,25
"207","08008012","San Rafael","Barcelona","Concertada",12,25
"208","08008036","Joan Roca 1953","Barcelona","Concertada",25,25
"209","08008267","L'Esperança","Barcelona","Concertada",17,25
"210","08008279","FEDAC-Sant Andreu","Barcelona","Concertada",53,50
"211","08008309","Mare Alfonsa Cavín","Barcelona","Concertada",30,25
"212","08008361","Cor de Maria-Sabastida","Barcelona","Concertada",35,50
"213","08008371","Mare de Déu dels Àngels","Barcelona","Concertada",90,75
"214","08008401","Bon Pastor","Barcelona","Concertada",40,50
"215","08008449","Escola Turó Blau","Barcelona","Pública",18,23
"216","08008462","Jesús, Maria i Josep","Barcelona","Concertada",76,75
"217","08008474","Valldaura","Barcelona","Concertada",63,50
"218","08008504","Providencia del Corazón de Jesús","Barcelona","Concertada",31,50
"220","08008516","Mare de Déu de la Soledat","Barcelona","Concertada",28,25
"221","08008531","Amor de Dios","Barcelona","Concertada",40,75
"222","08008656","Ramon Llull","Barcelona","Concertada",17,25
"224","08008701","Grey","Barcelona","Concertada",20,25
"225","08008747","Mireia","Barcelona","Concertada",13,25
"226","08008784","Sant Gabriel","Barcelona","Concertada",54,50
"227","08008796","Verns","Barcelona","Concertada",21,25
"228","08008826","Miró","Barcelona","Concertada",20,25
"229","08008851","Voramar","Barcelona","Concertada",50,52
"230","08008930","San Francisco","Barcelona","Concertada",26,25
"231","08008981","Sagrat Cor Besòs","Barcelona","Concertada",43,50
"232","08009156","Sagrado Corazón","Barcelona","Concertada",10,25
"233","08009171","Escola Casas","Barcelona","Pública",25,25
"234","08009235","Santísima Trinidad","Barcelona","Concertada",21,25
"235","08009247","Grèvol","Barcelona","Concertada",62,52
"236","08009260","El Clot","Barcelona","Concertada",92,75
"237","08009454","Sant Ramon Nonat","Barcelona","Concertada",59,50
"238","08009466","Sant Ramon Nonat-Sagrat Cor","Barcelona","Concertada",44,50
"239","08009508","Santa Teresa de Lisieux","Barcelona","Concertada",35,50
"240","08009636","Sant Miquel","Barcelona","Concertada",76,75
"241","08009673","Pare Manyanet","Barcelona","Concertada",89,75
"242","08009685","Sagrada Família","Barcelona","Concertada",30,50
"243","08009697","IPSI","Barcelona","Concertada",101,100
"244","08009776","Escola Arc Iris","Barcelona","Pública",33,25
"245","08009806","FEDAC-Horta","Barcelona","Concertada",47,50
"246","08009934","La Salle Horta","Barcelona","Concertada",36,50
"247","08009971","Guinardó","Barcelona","Concertada",59,50
"248","08009995","Regina Carmeli","Barcelona","Concertada",49,50
"249","08010006","Nou Patufet","Barcelona","Concertada",14,25
"250","08010031","Grimm","Barcelona","Concertada",26,25
"251","08010146","Escola del Mar","Barcelona","Pública",32,25
"252","08010171","Immaculada Concepció","Barcelona","Concertada",31,50
"253","08010201","Escola Parc del Guinardó","Barcelona","Pública",28,25
"254","08010304","Santa Teresa de Jesús","Barcelona","Concertada",20,25
"255","08010341","Vedruna Immaculada","Barcelona","Concertada",54,50
"256","08010432","Sagrada Família-Horta","Barcelona","Concertada",94,125
"257","08010468","Palcam","Barcelona","Concertada",101,100
"258","08010501","Claret","Barcelona","Concertada",84,100
"259","08010547","Mare de Déu del Coll","Barcelona","Concertada",25,25
"260","08010641","Abat Oliba-Spínola","Barcelona","Concertada",39,50
"261","08010821","Magòria","Barcelona","Concertada",26,25
"262","08010912","Escola Ignasi Iglésias","Barcelona","Pública",26,50
"263","08011096","Piaget","Barcelona","Concertada",18,25
"264","08011199","Adela de Trenquelleón","Barcelona","Concertada",55,50
"265","08011394","Sant Joan Bosco","Barcelona","Concertada",62,75
"266","08011448","Gravi","Barcelona","Concertada",20,50
"267","08011606","Asunción de Nuestra Señora","Barcelona","Concertada",35,50
"268","08011941","Escola Pia Balmes","Barcelona","Concertada",78,75
"269","08012027","Frederic Mistral-Tècnic Eulàlia","Barcelona","Concertada",131,150
"270","08013081","Escola Coves d'en Cimany","Barcelona","Pública",12,22
"272","08013305","Escola Ramon Berenguer III","Barcelona","Pública",22,25
"273","08013408","Escola Barcelona","Barcelona","Pública",44,50
"274","08013411","Escola Poble-sec","Barcelona","Pública",52,46
"275","08013457","Escola Pegaso","Barcelona","Pública",44,50
"276","08013640","Joan Pelegrí","Barcelona","Concertada",69,75
"277","08013706","Castro  de la Peña","Barcelona","Concertada",11,25
"278","08014097","Closa","Barcelona","Concertada",39,50
"279","08014358","Aloma","Barcelona","Concertada",28,25
"280","08014449","Mare de Déu del Roser Les Planes","Barcelona","Concertada",2,25
"863","08031794","Escola Palma de Mallorca","Barcelona","Pública",23,22
"864","08031800","Escola Pau Casals","Barcelona","Pública",22,25
"865","08032099","John Talabot","Barcelona","Concertada",26,25
"879","08032634","Escola Ferrer i Guàrdia","Barcelona","Pública",47,44
"890","08033501","Escola Antoni Brusi","Barcelona","Pública",73,78
"891","08033523","Escola La Muntanyeta","Barcelona","Pública",35,25
"933","08035076","Montseny-Poblenou","Barcelona","Concertada",64,52
"941","08035428","Escola La Farigola del Clot","Barcelona","Pública",43,50
"942","08035431","Escola Bogatell","Barcelona","Pública",37,52
"943","08035441","Escola Catalònia","Barcelona","Pública",38,50
"944","08035453","Escola Tomàs Moro","Barcelona","Pública",10,25
"945","08035465","Escola Mare Nostrum","Barcelona","Pública",55,50
"946","08035477","Escola Santiago Rusiñol","Barcelona","Pública",22,50
"951","08035842","Laia","Barcelona","Concertada",13,25
"971","08036469","Urgell","Barcelona","Concertada",18,25
"975","08037139","Centre Educatiu Projecte","Barcelona","Concertada",27,25
"980","08037802","Escola Les Corts","Barcelona","Pública",52,50
"981","08037814","Escola Alexandre Galí","Barcelona","Pública",20,44
"982","08037841","Escola Splai","Barcelona","Pública",35,25
"983","08037863","Escola Seat","Barcelona","Pública",49,50
"1026","08039434","Escola Doctor Ferran i Clua","Barcelona","Pública",37,50
"1027","08039471","Escola Mercè Rodoreda","Barcelona","Pública",45,50
"1028","08039483","Escola Els Horts","Barcelona","Pública",20,25
"1029","08039495","Escola La Palmera","Barcelona","Pública",62,50
"1030","08039513","Escola Taxonera","Barcelona","Pública",41,44
"1031","08039525","Escola La Sedeta","Barcelona","Pública",14,25
"1032","08039537","Escola Torrent d'en Melis","Barcelona","Pública",31,50
"1049","08039835","Escola Jovellanos","Barcelona","Pública",29,50
"1054","08040199","Padre Damián Sagrados Corazones","Barcelona","Concertada",73,75
"1064","08041179","Escola Mestre Enric Gibert i Camins","Barcelona","Pública",65,50
"1084","08041751","Escola La Caixa","Barcelona","Pública",28,25
"1085","08041911","Escola Els Pins","Barcelona","Pública",21,25
"1086","08041969","Escola Pau Vila","Barcelona","Pública",22,25
"1087","08041970","Escola Tres Pins","Barcelona","Pública",27,25
"1090","08042305","Escola Joan Miró","Barcelona","Pública",70,50
"1091","08042329","Escola Els Xiprers","Barcelona","Pública",27,24
"1092","08042664","Solc","Barcelona","Concertada",18,25
"1093","08042780","Escola Josep Maria Jujol","Barcelona","Pública",45,50
"1102","08043103","Escola Antoni Balmanya","Barcelona","Pública",41,50
"1103","08043115","Escola Provençals","Barcelona","Pública",47,50
"1104","08043255","Escola Ítaca","Barcelona","Pública",44,50
"1105","08043267","Escola Pau Casals-Gràcia","Barcelona","Pública",63,50
"1106","08043279","Escola Pompeu Fabra","Barcelona","Pública",51,25
"1107","08043292","Escola Tabor","Barcelona","Pública",66,52
"1116","08043474","Escola L'Estel","Barcelona","Pública",24,25
"1119","08043747","Escola Baloo","Barcelona","Pública",27,25
"1122","08043784","Escola Àngels Garriga","Barcelona","Pública",24,25
"1123","08043796","Escola Barrufet","Barcelona","Pública",75,50
"1124","08043814","Escola Carlit","Barcelona","Pública",31,25
"1125","08043838","Escola Turó del Cargol","Barcelona","Pública",23,25
"1126","08043841","Escola Lavínia","Barcelona","Pública",29,25
"1127","08043851","Escola Nabí","Barcelona","Pública",28,25
"1128","08043863","Escola Orlandai","Barcelona","Pública",25,25
"1129","08043875","Escola Pit-Roig","Barcelona","Pública",27,25
"1130","08043887","Escola Sagrada Família","Barcelona","Pública",52,50
"1131","08043899","Escola Tàber","Barcelona","Pública",44,50
"1138","08043966","Escola Heura","Barcelona","Pública",26,24
"1141","08044201","Escola Dovella","Barcelona","Pública",35,25
"1153","08044791","Joan Roca Guipúzcoa","Barcelona","Concertada",38,50
"1157","08045057","Escola El Sagrer","Barcelona","Pública",64,50
